block_time,block_number,token_bought_symbol,token_sold_symbol,token_pair,token_bought_amount,token_sold_amount,amount_usd,tx_hash
2024-08-30 09:22:11.000 UTC,20640466,BRUH,WETH,BRUH-WETH,76995.37196304362,0.4974650669743184,1256.392798499669,0xc1068632678d515104a677fba126c604039fe59ab75733cafda715f534ebe796
2024-08-30 09:22:11.000 UTC,20640466,BRUH,WETH,BRUH-WETH,36131.673086179915,0.23531081012124488,594.298628934115,0x588c4fb2d06bb0565866dddb6d7f13ae3c1777a685f823583a72c1833de1f434
2024-08-30 09:22:11.000 UTC,20640466,WETH,BRUH,BRUH-WETH,0.2350508832939328,36308.84260192132,593.6421603383238,0xbd3dc2f01c423ea60ac7714df59b6e02e29853a661db13d2bf88ded56bb68ff3
2024-08-30 09:22:11.000 UTC,20640466,BRUH,WETH,BRUH-WETH,36874.10096394777,0.2401358045588367,606.4845866357524,0xbcef9c845f27c44f818bfb3c232b0736dff78964f64a839cec8744fa553a77a0
2024-08-30 09:21:47.000 UTC,20640464,WETH,BRUH,BRUH-WETH,0.24339421115918553,38001.15390553324,614.7139857615274,0x8422253e891ac306e344d646070e124408c742be740df70536cc0190a4325140
2024-08-30 09:21:47.000 UTC,20640464,BRUH,WETH,BRUH-WETH,36180.32332715856,0.2331543609491596,588.852322469588,0xac14cc358cf84d0e08d822ac254064540f4eace5827013964484c2c11119f100
2024-08-30 09:21:11.000 UTC,20640461,BRUH,WETH,BRUH-WETH,35098.41393981182,0.2262241533164159,571.3494593744069,0xd1e644a6157c5f5005f0b51515b995a80e5ea156b7cfb88de3a51b39e1eb9a91
2024-08-30 09:21:11.000 UTC,20640461,WETH,BRUH,BRUH-WETH,0.2424056076512029,37640.85914336309,612.2171786278016,0xa39550c2898b4e844252546d459a91b73145e4ca2132531a6b3b1b4a5f4dcb09
2024-08-30 09:21:11.000 UTC,20640461,BRUH,WETH,BRUH-WETH,37021.789923689925,0.23866393759051507,602.767254139229,0x4a8a746ea292ebd828d464fca17193bd2a5190bae6a39d2deaada331ed1ffacb
2024-08-30 09:21:11.000 UTC,20640461,WETH,BRUH,BRUH-WETH,0.237572089856545,37085.72384688785,600.0096944207914,0xe6c7a0ed5b9bb8daf931bc21cc5dc5cf05c729c596067368c47213080964f774
2024-08-30 09:21:11.000 UTC,20640461,WETH,BRUH,BRUH-WETH,0.2387931268753576,37076.946651960956,603.0935333051344,0x99ab916c76efe4ea1df8259ae378ec44ce76dbf76f542af7db056e9396ae9116
2024-08-30 09:21:11.000 UTC,20640461,BRUH,WETH,BRUH-WETH,36087.94157767758,0.23382718175817507,590.5515919766294,0x87ce3cbfe6fb6b3d6255dfca31b8516004576db06b8935aee3c58770a6f9c0c8
2024-08-30 09:21:11.000 UTC,20640461,WETH,BRUH,BRUH-WETH,0.23632997087632068,36882.75146811201,596.8726111455268,0xcf9cf843a6d7b8dfb456e3ea3dd38d151bba50db67572f82b370a1b5676f0ae8
2024-08-30 09:21:11.000 UTC,20640461,BRUH,WETH,BRUH-WETH,37823.131223269476,0.24505061501700792,618.8973827808051,0x1c43d97eb6624d71fafed153a09c9c302a6d37ad58410d85d3c9274b6388ebb4
2024-08-30 09:18:11.000 UTC,20640447,WETH,BRUH,BRUH-WETH,0.24881883611687955,39008.460415455396,628.4691044523755,0x7b31b201583260da5ecb07bd9fb92c54b5910efc8fb2e2a71d1777dc95267840
2024-08-30 09:18:11.000 UTC,20640447,BRUH,WETH,BRUH-WETH,25050.304717647,0.16079632069846966,406.14095478340164,0x72fa6af521ab19461b4f84d7fa6e6a093dc9074a031a0f27812d5a63f6036717
2024-08-30 09:18:11.000 UTC,20640447,BRUH,WETH,BRUH-WETH,9123.27476380072,0.05842361466712998,147.56695016238356,0xe515f82e1099fb0dd0c94752cbd16d4126204ea008632fda77443847065d03b7
2024-08-30 09:18:11.000 UTC,20640447,BRUH,WETH,BRUH-WETH,39334.89256279689,0.2524034410947475,637.5231355515242,0xffe9ebc8f0434b64091a92150b275036b7fa54169cedec8a9f56a7b21b69b7b0
2024-08-30 09:18:11.000 UTC,20640447,WETH,BRUH,BRUH-WETH,0.2406659020953185,37735.92101353723,607.8763421713763,0x9ad6765afd2a5975fbb7bc8a8f87e6c4340d8e23344f729e6c45fac8fc774151
2024-08-30 09:18:11.000 UTC,20640447,WETH,BRUH,BRUH-WETH,0.2501921917745348,39022.294584783085,631.9379399060376,0x19912398e7edc95b7fa0a8efaed2399d4123abb082de2f60da4ae5e75850feb8
2024-08-30 09:18:11.000 UTC,20640447,WETH,BRUH,BRUH-WETH,0.2470931668603201,38333.15064568698,624.1103917874651,0x0b9f17328654d9a9addd935fd5e15221d07f4e50026d6dff60debf52bca8f8be
2024-08-30 09:17:47.000 UTC,20640445,BRUH,WETH,BRUH-WETH,38995.20839299835,0.25563778769483647,645.6924805374949,0x7a100ee9a2c22aa2f1916a25041eb15ea69ccd700d5f57a7c28f882eeb99f33a
2024-08-30 09:17:47.000 UTC,20640445,WETH,BRUH,BRUH-WETH,0.2568493993948017,39416.68162732317,648.7527814853842,0x094b79a87b13c30542a6a59f31f6fbc89a5310f2355a36ac37bf34db0cc00c9e
2024-08-30 09:17:47.000 UTC,20640445,WETH,BRUH,BRUH-WETH,0.2539568533958504,39186.55684205654,641.4467598757728,0x9210ae2dd4270cb2fb668bd1a23cf0ed34fa6e96d53109810d1d9c6105578c59
2024-08-30 09:17:47.000 UTC,20640445,WETH,BRUH,BRUH-WETH,0.0741766242405474,11405.111696491731,187.35605927301702,0xe3107aaa885f3329e29fc02946c0e9909eb657bfca998647f14cd57af5dbe45d
2024-08-30 09:17:47.000 UTC,20640445,WETH,BRUH,BRUH-WETH,0.2572068794436857,39407.176334806296,649.6557081676558,0x796eb54d26d258bf01ead19b6c2ed2429b39427e290f08ba707d7b8ec5da25c5
2024-08-30 09:17:11.000 UTC,20640442,BRUH,WETH,BRUH-WETH,39597.64538986166,0.26,656.7106,0xd53207a32f350ca794dfeca0879ef0f3717824efd6b416f33e92b8ece34d93ce
2024-08-30 09:16:47.000 UTC,20640440,WETH,BRUH,BRUH-WETH,0.021917385914064114,3384.5024873794337,55.359152515602275,0x94317eaa1683c53ac5a6430210e31de984ca466c007c3084d60c21807c34cc28
2024-08-30 09:16:47.000 UTC,20640440,BRUH,WETH,BRUH-WETH,37980.16898398614,0.24803172443933402,626.4810099061143,0x3b2a33065e852d236fb154598f7061978f0bcb3001ebc48bd16af90710f14cd1
